"online_01" "online_02" "online_03" "online_04" "online_05" "online_06" "online_07" "online_08" "online_09" "online_10" "online_11" "online_12" "online_13" "online_14" "online_15" "online_16" "online_17" "online_18" "online_19" "online_20" "online_21" "online_22" "online_23" "online_24" "online_25" "online_26" "online_27" "online_28" "print_01" "print_02" "print_03" "print_04" "print_05" "print_06" "print_07" "print_08" "print_09" "print_10" "print_11" "print_12" "print_13" "print_14" "print_15" "print_16" "print_17" "print_18" "print_19" "print_20" "print_21"
"april" 0 0.100250626566416 0.0500250125062531 0 0.102880658436214 0 0 0.15 0 0 0 0.203873598369011 0 0.0493583415597236 0 0.0510464522715671 0 0 0 0 0 0.103842159916926 0 0 0 0 0 0 0 0 0 0.0526038926880589 0 0 0 0 0.050251256281407 0 0.102092904543134 0 0 0 0 0 0.189304306672977 0.101419878296146 0 0 0
"bzw" 0 0 0 0.201106083459025 0 0.0499251123315027 0 0 0.0506072874493927 0.0490918016691213 0.1 0 0 0 0 0 0.0486381322957198 0 0 0.0516262261228704 0 0.103842159916926 0 0 0 0 0 0 0 0.0509424350483953 0.0494071146245059 0 0.0512820512820513 0 0 0.0500751126690035 0 0 0.0510464522715671 0 0.100300902708124 0 0.0502765208647562 0.153139356814701 0.0473260766682442 0 0.0501504513540622 0 0
"eichner" 0 0 0 0 0 0 0 0 0 0.0490918016691213 0.1 0 0 0 0 0 0 0 0.149402390438247 0 0 0 0.0497512437810945 0.0496277915632754 0 0 0 0 0 0.0509424350483953 0 0 0.0512820512820513 0 0.10183299389002 0.100150225338007 0 0.0506072874493927 0.0510464522715671 0.151515151515152 0.0501504513540622 0.0510204081632653 0 0 0 0.050709939148073 0.0501504513540622 0 0.138376383763838
"errudern" 0.0517330574236937 0 0.0500250125062531 0 0 0.0499251123315027 0 0.05 0.101214574898785 0.0490918016691213 0 0.101936799184506 0 0 0.100959111559818 0 0.0486381322957198 0.0497512437810945 0 0.0516262261228704 0 0 0.199004975124378 0 0.0497760079641613 0 0 0.0485672656629432 0 0 0 0.0526038926880589 0 0 0 0 0 0 0.0510464522715671 0.0505050505050505 0 0 0 0 0 0 0.150451354062187 0 0
"international" 0 0 0 0 0 0 0.103896103896104 0.05 0 0.147275405007364 0.05 0 0 0 0 0.102092904543134 0 0 0.149402390438247 0.0516262261228704 0 0 0 0 0 0.0968992248062016 0.0484966052376334 0 0 0 0 0.105207785376118 0 0 0 0 0 0 0 0 0.0501504513540622 0 0 0.0510464522715671 0 0.253549695740365 0 0 0.0461254612546125
"januar" 0 0 0.0500250125062531 0 0.205761316872428 0 0 0 0 0 0.05 0 0 0 0 0 0 0 0.049800796812749 0.206504904491482 0.100050025012506 0 0 0 0 0 0 0.0485672656629432 0 0 0 0.105207785376118 0.153846153846154 0 0.0509164969450102 0 0 0 0.0510464522715671 0 0 0.0510204081632653 0 0 0.0473260766682442 0 0 0 0.138376383763838
"jeder" 0.103466114847387 0 0.100050025012506 0.100553041729512 0 0 0 0.05 0 0.147275405007364 0 0 0 0 0 0 0 0 0 0 0.0500250125062531 0 0 0 0 0 0 0 0 0.101884870096791 0.0494071146245059 0 0.0512820512820513 0.0993541977148535 0.0509164969450102 0 0 0.0506072874493927 0 0 0.0501504513540622 0.0510204081632653 0 0.0510464522715671 0.0473260766682442 0.101419878296146 0 0 0.0461254612546125
"kunst" 0 0 0 0.0502765208647562 0 0.0499251123315027 0.155844155844156 0.2 0.303643724696356 0.147275405007364 0 0.101936799184506 0.199700449326011 0.0493583415597236 0.0504795557799091 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"los" 0.0517330574236937 0 0 0 0.102880658436214 0 0.103896103896104 0.05 0 0 0.05 0 0.0499251123315027 0.0493583415597236 0 0 0.0486381322957198 0.0497512437810945 0 0 0.0500250125062531 0.155763239875389 0 0 0.0497760079641613 0 0.0484966052376334 0.0971345313258864 0 0 0.0494071146245059 0 0.102564102564103 0.0496770988574267 0 0 0 0 0 0 0.0501504513540622 0 0 0 0 0.050709939148073 0 0.0495049504950495 0
"nächste" 0.103466114847387 0.050125313283208 0 0 0 0 0 0 0 0 0.05 0 0 0 0 0.0510464522715671 0 0.0995024875621891 0 0.0516262261228704 0.0500250125062531 0.0519210799584631 0 0 0 0.0484496124031008 0.0484966052376334 0.0485672656629432 0 0 0 0 0 0 0 0.0500751126690035 0.050251256281407 0.0506072874493927 0.102092904543134 0 0.0501504513540622 0.153061224489796 0 0.0510464522715671 0 0.050709939148073 0.100300902708124 0 0
"nationalmannschaft" 0 0.100250626566416 0.0500250125062531 0.0502765208647562 0.102880658436214 0 0 0.15 0 0.0490918016691213 0 0 0 0 0 0.102092904543134 0.194552529182879 0.0497512437810945 0.049800796812749 0 0 0.0519210799584631 0 0.0496277915632754 0 0.0484496124031008 0 0 0.0509683995922528 0 0 0 0 0 0 0 0.050251256281407 0 0.0510464522715671 0 0 0 0 0 0 0.101419878296146 0 0 0
"paul" 0.0517330574236937 0.050125313283208 0.0500250125062531 0 0.051440329218107 0.349475786320519 0.051948051948052 0 0 0 0 0 0 0 0 0 0.0486381322957198 0.0497512437810945 0 0.0516262261228704 0 0.0519210799584631 0.0497512437810945 0.148883374689826 0.0497760079641613 0 0.0484966052376334 0.0485672656629432 0 0.152827305145186 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ruderkameradinnen" 0 0.050125313283208 0.150075037518759 0 0.102880658436214 0.0499251123315027 0 0.05 0 0 0.05 0 0 0 0.0504795557799091 0.102092904543134 0.0486381322957198 0.0497512437810945 0 0 0 0 0 0 0 0 0 0 0 0.0509424350483953 0 0.0526038926880589 0 0 0.0509164969450102 0.0500751126690035 0.050251256281407 0.0506072874493927 0 0 0.0501504513540622 0 0.0502765208647562 0.0510464522715671 0 0.050709939148073 0 0.0495049504950495 0.0461254612546125
"schmidt" 0.0517330574236937 0 0 0 0 0 0 0 0 0.0981836033382425 0 0 0 0 0 0 0 0 0 0.0516262261228704 0 0 0 0.0496277915632754 0 0.0484496124031008 0 0.0485672656629432 0.0509683995922528 0.0509424350483953 0 0.105207785376118 0.0512820512820513 0 0.10183299389002 0.0500751126690035 0.050251256281407 0.0506072874493927 0.0510464522715671 0.0505050505050505 0.0501504513540622 0.0510204081632653 0.0502765208647562 0 0.0473260766682442 0.050709939148073 0.0501504513540622 0.0495049504950495 0
"schnell" 0 0 0 0 0 0 0.051948051948052 0 0 0 0 0 0 0 0 0 0.0972762645914397 0 0 0 0.0500250125062531 0 0 0 0.0497760079641613 0.0968992248062016 0.0484966052376334 0.0971345313258864 0.101936799184506 0.0509424350483953 0 0 0 0.14903129657228 0 0 0.100502512562814 0.0506072874493927 0.0510464522715671 0.0505050505050505 0 0.0510204081632653 0 0.0510464522715671 0.0473260766682442 0 0.0501504513540622 0.0495049504950495 0
"selbst" 0 0.050125313283208 0 0 0 0 0.051948051948052 0 0 0 0.05 0 0 0 0 0.0510464522715671 0 0 0 0 0.0500250125062531 0 0 0 0 0.0484496124031008 0.0484966052376334 0.0485672656629432 0 0.0509424350483953 0.0494071146245059 0 0 0.0496770988574267 0.10183299389002 0 0 0.0506072874493927 0.153139356814701 0.0505050505050505 0.0501504513540622 0 0 0.0510464522715671 0.141978230004733 0.101419878296146 0 0.0495049504950495 0
"stiewe" 0 0 0 0.0502765208647562 0 0.0499251123315027 0.103896103896104 0.15 0.253036437246964 0.0981836033382425 0 0.0509683995922528 0.199700449326011 0 0 0 0 0.0995024875621891 0 0 0.100050025012506 0 0.0497512437810945 0.0992555831265509 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"trainiert" 0 0 0 0.0502765208647562 0 0 0 0 0 0.147275405007364 0.05 0 0 0 0 0 0.0486381322957198 0.149253731343284 0 0 0.150075037518759 0.0519210799584631 0 0 0.0995520159283226 0.0484496124031008 0.193986420950533 0.0485672656629432 0 0 0 0 0 0 0 0 0 0 0 0.0505050505050505 0.0501504513540622 0.102040816326531 0 0 0 0 0 0 0.0461254612546125
"wind" 0 0.050125313283208 0 0 0.154320987654321 0 0.051948051948052 0 0 0.147275405007364 0 0.101936799184506 0 0 0.0504795557799091 0 0 0 0 0 0.0500250125062531 0 0 0 0 0.0484496124031008 0 0 0 0 0.197628458498024 0 0 0 0.0509164969450102 0 0 0.151821862348178 0 0.0505050505050505 0 0 0 0 0 0 0.0501504513540622 0.099009900990099 0.0461254612546125
"anschluss" 0 0 0 0 0.051440329218107 0 0 0.05 0 0.0981836033382425 0.1 0.0509683995922528 0 0.0493583415597236 0.0504795557799091 0.306278713629403 0 0.0497512437810945 0.049800796812749 0 0 0.0519210799584631 0 0 0.149328023892484 0 0 0.0485672656629432 0 0 0 0 0.0512820512820513 0.0496770988574267 0 0 0 0 0.0510464522715671 0 0 0 0 0 0 0 0 0 0
"anton" 0 0 0 0.0502765208647562 0 0 0 0 0 0.0490918016691213 0 0.0509683995922528 0.0499251123315027 0 0.0504795557799091 0 0 0.149253731343284 0 0.154878678368611 0 0.103842159916926 0.199004975124378 0.0992555831265509 0 0 0.1454898157129 0.14570179698883 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"chris" 0.0517330574236937 0 0.100050025012506 0 0 0 0.25974025974026 0 0 0 0 0.0509683995922528 0 0 0 0.153139356814701 0.0486381322957198 0 0.099601593625498 0.0516262261228704 0 0 0 0.0992555831265509 0.0497760079641613 0 0.0969932104752667 0 0 0 0 0.0526038926880589 0.102564102564103 0 0.0509164969450102 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"erfolgreiche" 0 0.050125313283208 0 0.0502765208647562 0.102880658436214 0.0499251123315027 0.103896103896104 0 0.0506072874493927 0.0490918016691213 0.1 0 0.0499251123315027 0 0.0504795557799091 0 0 0 0.099601593625498 0.0516262261228704 0 0 0 0 0.0497760079641613 0.0484496124031008 0 0.0971345313258864 0 0.101884870096791 0 0 0 0 0 0 0 0 0 0 0.0501504513540622 0 0 0 0.0473260766682442 0 0 0 0.0461254612546125
"fast" 0 0 0 0.0502765208647562 0 0 0.051948051948052 0 0 0 0 0 0 0.0493583415597236 0 0.0510464522715671 0.14591439688716 0 0 0 0 0 0.0497512437810945 0.0992555831265509 0.0497760079641613 0 0 0 0 0 0.0494071146245059 0 0 0.0496770988574267 0.0509164969450102 0 0 0.151821862348178 0.102092904543134 0 0.100300902708124 0 0.0502765208647562 0 0.0473260766682442 0 0.100300902708124 0 0
"joshua" 0 0 0 0 0 0.199700449326011 0.103896103896104 0.05 0 0.147275405007364 0 0.0509683995922528 0.199700449326011 0 0.0504795557799091 0 0 0.149253731343284 0 0.103252452245741 0 0.0519210799584631 0.149253731343284 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"juli" 0 0.050125313283208 0.100050025012506 0.100553041729512 0 0.0998502246630055 0 0.05 0.0506072874493927 0.0490918016691213 0 0 0 0 0 0.102092904543134 0.0486381322957198 0 0 0 0 0 0 0 0.0995520159283226 0 0 0 0 0.152827305145186 0 0 0 0.0496770988574267 0 0 0.050251256281407 0.101214574898785 0 0 0 0 0 0.0510464522715671 0 0.050709939148073 0.0501504513540622 0 0
"kleinen" 0.0517330574236937 0 0 0.100553041729512 0 0 0 0.05 0 0.0490918016691213 0.05 0 0 0 0 0.0510464522715671 0.0486381322957198 0.0497512437810945 0.049800796812749 0 0.0500250125062531 0 0 0.0496277915632754 0 0.0968992248062016 0.0484966052376334 0 0 0.0509424350483953 0 0.105207785376118 0 0 0.10183299389002 0.0500751126690035 0 0 0.0510464522715671 0.101010101010101 0 0 0 0.0510464522715671 0 0 0 0 0
"meisterschaft" 0.103466114847387 0 0.0500250125062531 0.100553041729512 0 0.149775336994508 0 0 0.151821862348178 0 0 0 0 0 0 0.153139356814701 0 0 0 0.0516262261228704 0 0 0 0.0496277915632754 0 0.0484496124031008 0 0 0.101936799184506 0 0 0.0526038926880589 0 0 0 0 0 0.0506072874493927 0 0 0.0501504513540622 0 0 0 0 0 0.0501504513540622 0.0495049504950495 0.0461254612546125
"müller" 0 0 0 0 0 0 0 0 0 0 0 0.0509683995922528 0.0998502246630055 0 0.0504795557799091 0.0510464522715671 0 0.0497512437810945 0 0.154878678368611 0 0.103842159916926 0.199004975124378 0.248138957816377 0.0995520159283226 0.0484496124031008 0.0484966052376334 0.0485672656629432 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"niklas" 0 0.050125313283208 0 0 0 0 0 0 0 0.0981836033382425 0 0.0509683995922528 0.249625561657514 0 0 0 0 0.248756218905473 0 0 0 0.0519210799584631 0.0995024875621891 0.0992555831265509 0 0 0.193986420950533 0.0971345313258864 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"riemen" 0 0.100250626566416 0 0 0.051440329218107 0 0 0 0 0 0 0 0 0 0 0 0.14591439688716 0 0.049800796812749 0 0 0 0 0 0 0 0 0 0 0 0 0.0526038926880589 0.0512820512820513 0 0.0509164969450102 0.0500751126690035 0.050251256281407 0.0506072874493927 0.102092904543134 0 0 0.0510204081632653 0 0.0510464522715671 0 0.050709939148073 0.100300902708124 0.0495049504950495 0.18450184501845
"robin" 0 0.050125313283208 0 0.0502765208647562 0 0 0 0 0 0 0 0 0 0 0.151438667339727 0.0510464522715671 0 0 0 0.103252452245741 0 0 0.199004975124378 0.0496277915632754 0.0995520159283226 0 0.0484966052376334 0.0485672656629432 0 0 0 0 0.102564102564103 0.0993541977148535 0 0.150225338007011 0.050251256281407 0 0 0 0 0 0 0 0 0 0 0 0
"rv" 0.155199172271081 0 0 0 0 0 0 0 0 0 0.1 0 0 0 0.252397778899546 0 0 0.0497512437810945 0 0 0 0.0519210799584631 0 0.0496277915632754 0.0995520159283226 0.0484496124031008 0 0 0 0 0.0494071146245059 0 0 0 0 0 0.050251256281407 0 0.255232261357836 0 0 0.0510204081632653 0.0502765208647562 0 0 0 0 0 0
"sicher" 0 0 0.0500250125062531 0 0 0 0 0 0 0.0981836033382425 0 0 0 0 0 0 0.0486381322957198 0 0 0 0 0 0 0 0 0 0 0 0.0509683995922528 0 0.148221343873518 0.105207785376118 0.102564102564103 0 0 0.0500751126690035 0 0.101214574898785 0 0 0 0 0 0.255232261357836 0 0.101419878296146 0 0.0495049504950495 0.0922509225092251
"souverän" 0 0 0.0500250125062531 0 0 0 0 0.05 0 0.0490918016691213 0 0.0509683995922528 0.149775336994508 0.0493583415597236 0 0 0 0 0 0 0 0.155763239875389 0.0497512437810945 0 0.0497760079641613 0.0484496124031008 0.0969932104752667 0.0485672656629432 0.101936799184506 0 0 0.0526038926880589 0 0 0 0.0500751126690035 0.100502512562814 0.0506072874493927 0 0 0.0501504513540622 0 0 0 0 0 0 0 0
"tage" 0.103466114847387 0 0.0500250125062531 0 0 0 0 0.05 0 0 0.15 0 0 0 0 0 0.0486381322957198 0.0497512437810945 0 0 0.100050025012506 0.0519210799584631 0 0 0 0 0.0969932104752667 0 0 0 0 0.0526038926880589 0.102564102564103 0.0993541977148535 0.0509164969450102 0 0.050251256281407 0 0 0 0 0.102040816326531 0 0 0 0 0.0501504513540622 0.0495049504950495 0
"trafen" 0 0 0 0.0502765208647562 0.051440329218107 0 0 0 0 0.0490918016691213 0.05 0 0 0 0.0504795557799091 0 0 0.0497512437810945 0 0 0 0.0519210799584631 0 0 0 0 0 0 0.152905198776758 0 0.197628458498024 0.157811678064177 0 0.0496770988574267 0.0509164969450102 0.0500751126690035 0 0.0506072874493927 0.0510464522715671 0.0505050505050505 0 0 0.0502765208647562 0 0 0 0 0 0.0461254612546125
"verschiedenen" 0 0 0 0 0 0 0 0.05 0 0.0490918016691213 0.05 0.0509683995922528 0 0 0.0504795557799091 0 0 0 0.049800796812749 0.103252452245741 0.0500250125062531 0 0 0.0496277915632754 0.0497760079641613 0.0968992248062016 0.0969932104752667 0.0485672656629432 0 0.0509424350483953 0 0 0.0512820512820513 0 0.0509164969450102 0 0.050251256281407 0 0 0.0505050505050505 0.0501504513540622 0.0510204081632653 0.0502765208647562 0 0 0 0 0 0.0461254612546125
"viola" 0 0.050125313283208 0.150075037518759 0.100553041729512 0 0.299550673989016 0.051948051948052 0.25 0.202429149797571 0.147275405007364 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"weißenfels" 0 0 0 0.100553041729512 0 0 0 0.1 0.0506072874493927 0 0 0 0 0 0.151438667339727 0.102092904543134 0 0.0497512437810945 0 0 0.0500250125062531 0 0.0995024875621891 0.0496277915632754 0 0.145348837209302 0.0484966052376334 0 0.0509683995922528 0 0 0.0526038926880589 0.0512820512820513 0 0.0509164969450102 0 0 0 0 0.0505050505050505 0 0 0 0 0 0.050709939148073 0 0 0
"welcher" 0.103466114847387 0 0.0500250125062531 0 0 0 0 0 0 0.0490918016691213 0 0 0 0.0493583415597236 0.151438667339727 0.153139356814701 0 0.0497512437810945 0.099601593625498 0 0.0500250125062531 0.0519210799584631 0.149253731343284 0 0 0 0 0 0 0 0 0 0 0 0 0.100150225338007 0 0 0 0 0 0.0510204081632653 0 0 0 0.050709939148073 0 0.099009900990099 0
"wollen" 0 0 0 0 0 0 0 0.05 0 0 0.05 0 0 0.0493583415597236 0.0504795557799091 0.0510464522715671 0 0 0 0 0 0 0 0 0 0 0 0 0 0.203769740193581 0 0 0 0 0 0.0500751126690035 0.050251256281407 0 0 0 0.250752256770311 0 0.0502765208647562 0 0 0.050709939148073 0 0.247524752475248 0.0922509225092251
"anfang" 0 0 0.100050025012506 0 0.051440329218107 0.0499251123315027 0 0 0 0 0.05 0.0509683995922528 0.0499251123315027 0.0493583415597236 0.100959111559818 0 0 0.0497512437810945 0 0.0516262261228704 0 0 0.0497512437810945 0 0.0995520159283226 0 0.0484966052376334 0 0 0 0 0 0 0 0.0509164969450102 0 0 0 0 0 0.0501504513540622 0 0.0502765208647562 0 0 0.101419878296146 0 0.099009900990099 0.0461254612546125
"brandenburg" 0.103466114847387 0 0 0.0502765208647562 0 0 0 0.1 0 0 0 0 0.199700449326011 0 0 0 0.14591439688716 0.0995024875621891 0.049800796812749 0 0 0.155763239875389 0.199004975124378 0 0 0 0 0 0 0 0 0 0.0512820512820513 0 0 0 0.050251256281407 0 0 0 0 0 0 0 0 0 0 0 0
"darauf" 0.103466114847387 0 0.0500250125062531 0 0 0 0 0.1 0 0.147275405007364 0.05 0 0 0.0493583415597236 0 0 0 0 0 0.103252452245741 0.100050025012506 0 0.0995024875621891 0 0 0 0.0484966052376334 0.0485672656629432 0.0509683995922528 0 0.0494071146245059 0 0.0512820512820513 0 0 0 0 0 0 0 0 0.0510204081632653 0 0.0510464522715671 0 0 0 0 0.0461254612546125
"detlef" 0.0517330574236937 0 0.100050025012506 0 0.154320987654321 0 0.155844155844156 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0509683995922528 0 0.0494071146245059 0.0526038926880589 0.0512820512820513 0.0496770988574267 0 0 0.100502512562814 0.0506072874493927 0.0510464522715671 0 0.100300902708124 0 0.0502765208647562 0 0 0.050709939148073 0 0.0495049504950495 0.0461254612546125
"dr" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0486381322957198 0 0.049800796812749 0.0516262261228704 0 0 0 0 0 0.0968992248062016 0 0 0 0 0.0494071146245059 0.210415570752236 0.0512820512820513 0 0 0.0500751126690035 0.050251256281407 0.0506072874493927 0.153139356814701 0 0 0 0 0 0.236630383341221 0 0.0501504513540622 0.0495049504950495 0
"ehrung" 0 0 0 0 0.308641975308642 0 0.051948051948052 0 0 0 0.35 0 0 0 0 0.102092904543134 0 0 0.099601593625498 0.103252452245741 0 0 0 0 0 0 0 0.0485672656629432 0 0 0 0 0 0 0 0.0500751126690035 0 0 0 0 0 0 0 0 0.0473260766682442 0 0 0 0.0461254612546125
"konkurrenz" 0.103466114847387 0.050125313283208 0 0 0 0 0.103896103896104 0 0 0.0981836033382425 0 0 0.0499251123315027 0 0 0 0.0486381322957198 0.0497512437810945 0 0 0 0 0.0497512437810945 0.0496277915632754 0.0497760079641613 0 0.0484966052376334 0.0485672656629432 0 0 0 0.0526038926880589 0.0512820512820513 0.0993541977148535 0 0.0500751126690035 0 0 0 0.0505050505050505 0 0 0 0.0510464522715671 0 0 0.100300902708124 0 0
"landesmeisterschaft" 0 0.050125313283208 0.250125062531266 0.0502765208647562 0 0.0499251123315027 0 0 0 0 0 0 0 0.148075024679171 0.151438667339727 0.153139356814701 0 0 0 0 0 0 0 0.0496277915632754 0 0 0.0484966052376334 0 0 0 0 0 0 0 0 0 0 0.0506072874493927 0.0510464522715671 0 0.0501504513540622 0 0 0 0 0 0.0501504513540622 0 0.0461254612546125
"london" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0510464522715671 0.0972762645914397 0 0.049800796812749 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.100150225338007 0 0.101214574898785 0 0.101010101010101 0 0.408163265306122 0.100553041729512 0.0510464522715671 0 0.050709939148073 0.0501504513540622 0.0495049504950495 0
"mannschaften" 0 0.050125313283208 0 0 0.205761316872428 0.0499251123315027 0 0 0 0 0 0 0.0499251123315027 0 0 0 0.0972762645914397 0 0.049800796812749 0 0 0.0519210799584631 0 0.0496277915632754 0.0497760079641613 0 0 0.0485672656629432 0.0509683995922528 0 0 0 0.0512820512820513 0 0.0509164969450102 0.0500751126690035 0 0 0 0 0 0 0.0502765208647562 0 0.0946521533364884 0.050709939148073 0 0.0495049504950495 0.0461254612546125
"november" 0 0 0.0500250125062531 0 0.102880658436214 0 0.051948051948052 0 0.0506072874493927 0 0.15 0 0 0 0 0 0 0 0.049800796812749 0.0516262261228704 0.0500250125062531 0 0 0 0 0 0 0.194269062651773 0 0 0 0.105207785376118 0 0 0 0.0500751126690035 0 0 0.153139356814701 0 0 0 0 0.0510464522715671 0.0473260766682442 0 0 0 0.0461254612546125
"ort" 0 0 0 0.0502765208647562 0.051440329218107 0 0.051948051948052 0 0.0506072874493927 0 0.1 0 0 0.0493583415597236 0 0.102092904543134 0.0972762645914397 0.0995024875621891 0.099601593625498 0 0.0500250125062531 0 0 0 0 0.0484496124031008 0 0.0485672656629432 0 0 0.0988142292490119 0.0526038926880589 0 0 0.0509164969450102 0 0 0 0 0 0 0 0 0.0510464522715671 0.0473260766682442 0 0 0 0
"ruderclub" 0 0.050125313283208 0 0 0 0 0 0 0 0 0 0.0509683995922528 0 0 0 0 0 0 0 0 0 0 0 0.198511166253102 0 0.0968992248062016 0.0484966052376334 0 0.101936799184506 0.152827305145186 0.0494071146245059 0 0.102564102564103 0.0496770988574267 0 0 0.100502512562814 0 0 0.0505050505050505 0.0501504513540622 0.0510204081632653 0 0 0 0.050709939148073 0 0 0
"ruderjugend" 0 0 0 0.150829562594268 0 0 0 0 0 0 0 0 0 0.0493583415597236 0.201918223119637 0.0510464522715671 0 0 0 0 0 0 0 0 0.298656047784968 0 0 0 0.101936799184506 0 0 0 0.0512820512820513 0.14903129657228 0 0.0500751126690035 0 0 0 0 0 0 0 0.102092904543134 0 0 0 0 0
"schatz" 0 0 0 0.150829562594268 0 0 0.207792207792208 0 0 0.0981836033382425 0 0 0.0998502246630055 0 0 0 0 0.0995024875621891 0 0 0 0.155763239875389 0.0497512437810945 0.0992555831265509 0 0 0.0969932104752667 0.0971345313258864 0 0 0.0494071146245059 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"tagen" 0 0 0.100050025012506 0.0502765208647562 0 0 0 0.1 0 0 0.05 0.0509683995922528 0 0 0 0 0.0486381322957198 0.0995024875621891 0 0 0 0 0 0 0 0 0.0484966052376334 0 0.101936799184506 0.0509424350483953 0.0494071146245059 0 0 0.0993541977148535 0.0509164969450102 0 0 0.101214574898785 0 0 0.0501504513540622 0.0510204081632653 0 0.0510464522715671 0.0473260766682442 0 0 0 0
"titonis" 0 0 0 0.0502765208647562 0 0 0.103896103896104 0.05 0 0.0981836033382425 0 0.0509683995922528 0.0998502246630055 0 0 0 0 0.0497512437810945 0 0.103252452245741 0 0.103842159916926 0.199004975124378 0.0992555831265509 0 0 0.1454898157129 0.0485672656629432 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"absolviert" 0 0 0.0500250125062531 0.150829562594268 0 0.0499251123315027 0 0 0 0.0490918016691213 0.05 0.0509683995922528 0.0499251123315027 0.0493583415597236 0 0 0.14591439688716 0 0 0.0516262261228704 0.0500250125062531 0 0 0 0 0 0.1454898157129 0.0485672656629432 0 0 0 0 0 0.0496770988574267 0 0 0 0 0 0 0 0.102040816326531 0 0 0 0 0 0.0495049504950495 0
"endlich" 0.155199172271081 0.100250626566416 0.0500250125062531 0.100553041729512 0.051440329218107 0 0.051948051948052 0 0 0 0 0 0.0499251123315027 0 0 0 0 0 0 0 0 0.0519210799584631 0 0 0 0 0 0.0485672656629432 0 0 0.0494071146245059 0 0 0.198708395429707 0.0509164969450102 0 0 0.101214574898785 0 0 0 0 0 0 0.0946521533364884 0 0 0 0
"entscheiden" 0.0517330574236937 0 0.100050025012506 0 0 0.0499251123315027 0 0.05 0.0506072874493927 0.0490918016691213 0 0.0509683995922528 0.0998502246630055 0 0 0.0510464522715671 0 0.0497512437810945 0 0 0.0500250125062531 0 0.0995024875621891 0.0992555831265509 0 0 0.0969932104752667 0.0485672656629432 0 0 0 0 0 0 0 0 0.050251256281407 0.0506072874493927 0 0 0 0 0 0 0 0 0 0.0495049504950495 0
"euch" 0.0517330574236937 0.050125313283208 0.100050025012506 0 0.051440329218107 0 0 0.05 0 0 0 0.0509683995922528 0.0499251123315027 0 0 0.0510464522715671 0.0486381322957198 0.0497512437810945 0 0.154878678368611 0 0 0 0 0 0 0 0.0485672656629432 0.0509683995922528 0 0 0 0 0 0 0.100150225338007 0.050251256281407 0.0506072874493927 0.0510464522715671 0 0 0 0 0 0 0.050709939148073 0 0 0.0461254612546125
"gefolgt" 0.0517330574236937 0 0 0 0.051440329218107 0 0.051948051948052 0 0 0 0.05 0.101936799184506 0 0.0493583415597236 0 0 0.0486381322957198 0 0.049800796812749 0.258131130614352 0.0500250125062531 0.0519210799584631 0.0995024875621891 0.0496277915632754 0 0 0 0.14570179698883 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0502765208647562 0 0 0 0 0 0
"gilt" 0 0.150375939849624 0.100050025012506 0.0502765208647562 0 0 0 0 0.0506072874493927 0 0 0 0 0 0.0504795557799091 0.0510464522715671 0 0 0 0.103252452245741 0.0500250125062531 0 0 0 0 0.0484496124031008 0 0.0971345313258864 0 0.0509424350483953 0.0494071146245059 0 0.102564102564103 0.0496770988574267 0 0 0 0.0506072874493927 0.102092904543134 0 0 0 0 0 0 0 0 0 0
"herzlich" 0.0517330574236937 0 0 0.0502765208647562 0.051440329218107 0 0 0 0 0.0490918016691213 0 0 0 0 0 0 0 0 0 0.0516262261228704 0.100050025012506 0 0 0 0.0995520159283226 0.145348837209302 0.0484966052376334 0.14570179698883 0.101936799184506 0.0509424350483953 0 0.0526038926880589 0 0 0.0509164969450102 0 0 0 0 0 0 0 0 0 0.0473260766682442 0.050709939148073 0 0 0
"heute" 0 0.100250626566416 0.0500250125062531 0 0 0 0 0 0.0506072874493927 0.0490918016691213 0 0 0 0 0 0 0 0 0.149402390438247 0 0 0 0 0 0 0 0 0 0 0 0 0.0526038926880589 0 0 0.0509164969450102 0 0 0 0.0510464522715671 0.0505050505050505 0 0 0 0.0510464522715671 0.189304306672977 0.050709939148073 0.0501504513540622 0 0.18450184501845
