"online_01" "online_02" "online_03" "online_04" "online_05" "online_06" "online_07" "online_08" "online_09" "online_10" "online_11" "online_12" "online_13" "online_14" "online_15" "online_16" "online_17" "online_18" "online_19" "online_20" "online_21" "online_22" "online_23" "online_24" "online_25" "online_26" "online_27" "online_28" "print_01" "print_02" "print_03" "print_04" "print_05" "print_06" "print_07" "print_08" "print_09" "print_10" "print_11" "print_12" "print_13" "print_14" "print_15" "print_16" "print_17" "print_18" "print_19" "print_20" "print_21"
"motivation" 0 0 0 0.0502765208647562 0 0 0 0 0 0 0.05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0485672656629432 0 0 0 0.0526038926880589 0 0.0496770988574267 0 0 0 0 0 0 0 0 0.0502765208647562 0 0 0.050709939148073 0 0.0495049504950495 0
"national" 0 0 0 0 0 0 0 0 0 0 0.05 0 0.0499251123315027 0.197433366238894 0 0.0510464522715671 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0501504513540622 0 0
"neuseeland" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0497512437810945 0 0 0 0 0 0 0.0497760079641613 0 0 0 0 0 0 0 0 0.0993541977148535 0.0509164969450102 0 0 0.0506072874493927 0 0.0505050505050505 0.0501504513540622 0 0 0 0 0 0 0 0
"nina" 0 0 0 0 0 0.299550673989016 0.051948051948052 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0497512437810945 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"oft" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0486381322957198 0 0 0 0.0500250125062531 0 0 0 0.0497760079641613 0 0 0 0 0 0 0 0 0 0 0 0.050251256281407 0 0.0510464522715671 0 0.0501504513540622 0 0 0.0510464522715671 0 0.050709939148073 0 0 0
"ost" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0504795557799091 0 0 0 0 0.0516262261228704 0 0 0.199004975124378 0.0992555831265509 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"otto" 0 0 0 0 0 0 0 0 0 0 0 0.203873598369011 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0484966052376334 0 0 0 0 0 0 0.0993541977148535 0 0 0.050251256281407 0 0 0 0 0 0 0 0 0 0 0 0
"partnerinnen" 0 0 0.0500250125062531 0 0 0.0499251123315027 0 0.05 0 0 0 0 0 0.0493583415597236 0.0504795557799091 0 0 0 0 0 0 0 0.0497512437810945 0.0992555831265509 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"peters" 0.206932229694775 0 0 0 0 0 0 0 0 0 0 0 0.149775336994508 0 0.0504795557799091 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"probleme" 0 0 0 0 0 0.0499251123315027 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0526038926880589 0 0 0.0509164969450102 0.0500751126690035 0 0 0 0 0 0.102040816326531 0 0.0510464522715671 0 0 0 0 0.0461254612546125
"rabeninsel" 0 0.050125313283208 0 0 0.102880658436214 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0485672656629432 0 0.0509424350483953 0 0 0 0 0 0.0500751126690035 0 0 0 0 0 0 0 0 0 0 0 0.0495049504950495 0.0461254612546125
"racice" 0.0517330574236937 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0484496124031008 0 0 0.101936799184506 0 0 0.0526038926880589 0 0.14903129657228 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"rene" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0510464522715671 0 0 0 0 0 0 0 0 0 0 0.0484966052376334 0 0 0 0 0 0 0.0993541977148535 0.0509164969450102 0 0.050251256281407 0.0506072874493927 0.0510464522715671 0 0 0 0 0 0 0 0 0 0
"riemenvierer" 0 0 0 0 0 0.0499251123315027 0.051948051948052 0.05 0 0 0 0 0.199700449326011 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0494071146245059 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"saal" 0 0 0.0500250125062531 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 0.049800796812749 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.10183299389002 0.0500751126690035 0 0 0 0 0 0 0 0.0510464522715671 0 0 0 0 0
"schepinski" 0.0517330574236937 0.100250626566416 0.0500250125062531 0 0.102880658436214 0.0499251123315027 0.051948051948052 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"schnellsten" 0 0 0 0.0502765208647562 0 0 0 0 0 0 0 0 0 0 0.0504795557799091 0 0 0 0 0 0 0 0 0 0.0497760079641613 0.0484496124031008 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0946521533364884 0 0.100300902708124 0 0
"schüler" 0.0517330574236937 0.050125313283208 0 0 0 0 0.155844155844156 0 0 0 0.05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0509424350483953 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0495049504950495 0
"schülerinnen" 0 0.050125313283208 0 0.201106083459025 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0497512437810945 0 0 0 0 0 0 0 0 0.0484966052376334 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0495049504950495 0
"sicherheit" 0 0 0 0 0 0 0 0 0 0 0 0.0509683995922528 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0494071146245059 0 0.0512820512820513 0 0.10183299389002 0 0 0.0506072874493927 0.0510464522715671 0 0 0 0 0 0 0 0 0 0.0461254612546125
"sicherlich" 0 0 0 0 0 0 0.051948051948052 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0519210799584631 0.0497512437810945 0 0 0 0 0 0 0 0 0 0 0.0496770988574267 0 0 0 0 0 0 0 0 0 0.102092904543134 0 0.050709939148073 0 0.0495049504950495 0
"sitzen" 0 0 0 0 0 0 0 0 0 0 0 0.0509683995922528 0 0 0 0 0.0486381322957198 0 0 0 0.0500250125062531 0 0 0 0 0 0 0 0.0509683995922528 0 0.0494071146245059 0.0526038926880589 0 0 0 0 0 0 0.0510464522715671 0 0 0 0 0 0 0 0 0 0.0461254612546125
"sofort" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0486381322957198 0 0 0.0516262261228704 0 0 0 0 0 0 0 0 0 0 0.0494071146245059 0 0 0 0 0 0 0 0 0 0 0.102040816326531 0.0502765208647562 0 0 0 0 0.099009900990099 0
"speer" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.103252452245741 0 0 0.149253731343284 0.0496277915632754 0.0995520159283226 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"stadion" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0486381322957198 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.306122448979592 0.0502765208647562 0 0 0 0 0 0
"stefan" 0.103466114847387 0 0 0 0.051440329218107 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0484496124031008 0 0 0 0 0.197628458498024 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"steg" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0493583415597236 0 0 0 0 0 0 0 0.0519210799584631 0 0 0 0.0968992248062016 0 0 0 0 0 0 0 0 0 0 0.150753768844221 0 0 0 0 0 0 0 0 0 0 0 0.0461254612546125
"technik" 0.0517330574236937 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0486381322957198 0 0 0 0.100050025012506 0 0 0 0 0 0.0969932104752667 0 0 0 0 0 0 0 0 0 0 0.0506072874493927 0 0 0 0 0 0 0.0473260766682442 0 0 0 0
"tegel" 0 0 0 0 0 0 0 0 0.0506072874493927 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.148883374689826 0.0497760079641613 0.0484496124031008 0 0 0 0 0 0 0 0 0 0 0 0 0.0510464522715671 0 0.0501504513540622 0 0 0 0 0 0 0 0
"teilgenommen" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0504795557799091 0 0 0 0 0 0.200100050025012 0 0 0 0 0 0 0 0.0509683995922528 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.050709939148073 0 0.0495049504950495 0
"trainingseinheit" 0 0 0 0 0 0 0 0.05 0 0.0490918016691213 0 0 0.0499251123315027 0 0 0 0 0.0995024875621891 0 0 0 0 0 0 0 0 0.0969932104752667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0510204081632653 0 0 0 0 0 0 0
"trainingsgruppen" 0 0.050125313283208 0.0500250125062531 0 0 0.0499251123315027 0 0 0 0 0 0 0 0 0 0.0510464522715671 0.0486381322957198 0 0 0.0516262261228704 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0496770988574267 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0461254612546125
"tun" 0 0 0 0 0 0 0 0 0 0 0.05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0509424350483953 0 0 0 0 0 0 0.050251256281407 0 0.0510464522715671 0 0 0 0 0.0510464522715671 0 0.050709939148073 0 0 0.0922509225092251
"übungen" 0.0517330574236937 0 0 0 0 0 0 0.05 0 0 0 0 0 0 0 0 0.0486381322957198 0 0 0 0.0500250125062531 0 0 0 0 0 0 0 0 0.203769740193581 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"universität" 0 0 0 0 0 0 0 0 0 0 0 0.0509683995922528 0.0998502246630055 0.0493583415597236 0 0 0.0486381322957198 0 0 0 0 0 0 0 0 0 0.0969932104752667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0473260766682442 0 0 0 0
"verbindung" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.100959111559818 0 0 0 0.099601593625498 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0509164969450102 0 0 0 0 0 0.0501504513540622 0.0510204081632653 0 0 0.0473260766682442 0 0 0 0
"verbringen" 0 0 0.0500250125062531 0.0502765208647562 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 0 0.0516262261228704 0.0500250125062531 0 0 0 0 0 0 0 0 0 0 0 0.0512820512820513 0 0 0 0 0 0 0 0 0 0 0 0 0.050709939148073 0 0 0
"vereinsleben" 0 0.050125313283208 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0509424350483953 0 0 0 0 0.0509164969450102 0.0500751126690035 0 0 0 0 0 0 0 0 0.0473260766682442 0.101419878296146 0 0 0.0461254612546125
"verschoben" 0 0 0.0500250125062531 0 0.051440329218107 0 0 0.05 0.0506072874493927 0 0.05 0 0 0 0 0.0510464522715671 0.0486381322957198 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0505050505050505 0 0 0 0 0 0 0 0 0
"versuchten" 0.0517330574236937 0 0 0.0502765208647562 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0509683995922528 0 0.0494071146245059 0 0 0 0 0 0.050251256281407 0.0506072874493927 0.0510464522715671 0 0 0 0 0 0 0 0 0.0495049504950495 0
"vierter" 0.0517330574236937 0.050125313283208 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0500250125062531 0 0.0995024875621891 0.0496277915632754 0 0 0.0484966052376334 0 0 0 0 0 0 0 0 0 0 0 0.0510464522715671 0 0 0 0 0 0 0 0 0 0
"vorjahren" 0 0 0 0 0 0 0 0 0 0 0 0.0509683995922528 0 0 0 0.0510464522715671 0 0 0 0 0 0 0 0 0.0497760079641613 0 0 0 0 0 0.0494071146245059 0.105207785376118 0 0 0 0 0.050251256281407 0 0 0 0 0 0 0 0.0473260766682442 0 0 0 0
"wanja" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0497512437810945 0 0.0516262261228704 0.0500250125062531 0.103842159916926 0 0.0992555831265509 0 0 0 0.0485672656629432 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"warum" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0486381322957198 0 0 0 0 0 0 0 0 0 0 0.0485672656629432 0 0.0509424350483953 0 0 0 0 0 0.0500751126690035 0 0 0 0 0 0 0 0 0 0.152129817444219 0 0 0.0461254612546125
"wedau" 0 0 0 0 0 0.0499251123315027 0 0.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.100300902708124 0 0 0 0 0.152129817444219 0 0 0
"wettbewerb" 0 0 0 0.0502765208647562 0 0 0 0 0.101214574898785 0.0490918016691213 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0509424350483953 0 0 0 0.0496770988574267 0 0 0 0 0 0 0 0 0.0502765208647562 0 0 0 0 0 0.0461254612546125
"wichtiger" 0 0 0.0500250125062531 0 0 0 0 0 0 0 0 0.0509683995922528 0 0 0 0.0510464522715671 0 0 0.049800796812749 0 0.100050025012506 0 0 0 0 0 0.0484966052376334 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0495049504950495 0
"wölke" 0 0 0.0500250125062531 0 0 0 0 0 0.101214574898785 0 0 0 0.0499251123315027 0.0493583415597236 0.0504795557799091 0.0510464522715671 0.0486381322957198 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"würden" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0987166831194472 0 0.0510464522715671 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0500751126690035 0 0.0506072874493927 0 0 0 0.0510204081632653 0 0 0 0.050709939148073 0 0 0.0461254612546125
"zog" 0 0 0 0 0 0 0.051948051948052 0 0.0506072874493927 0 0 0 0.0998502246630055 0 0.0504795557799091 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0494071146245059 0 0 0 0 0 0 0 0 0 0 0 0 0.0510464522715671 0 0 0 0.0495049504950495 0
"zweimal" 0 0 0 0.0502765208647562 0 0 0 0.05 0.0506072874493927 0 0.05 0 0 0 0 0 0 0 0 0 0 0.0519210799584631 0.0497512437810945 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0510464522715671 0 0 0.0510204081632653 0 0 0 0 0 0 0
"abteilungen" 0.0517330574236937 0 0 0 0 0.0499251123315027 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0516262261228704 0 0 0.149253731343284 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0501504513540622 0 0 0 0 0 0 0 0
"achters" 0 0 0 0 0 0 0 0 0 0.0490918016691213 0 0 0 0 0 0 0 0.0497512437810945 0 0 0 0 0 0 0 0.0484496124031008 0 0 0 0 0 0 0 0 0.0509164969450102 0 0.050251256281407 0 0 0 0 0 0.0502765208647562 0.0510464522715671 0 0 0 0 0
"all" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0510464522715671 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0509424350483953 0.0494071146245059 0 0.0512820512820513 0 0 0 0 0 0 0 0 0 0 0 0.0473260766682442 0.050709939148073 0 0.0495049504950495 0
"allermöhe" 0.0517330574236937 0.050125313283208 0.0500250125062531 0.0502765208647562 0 0 0 0 0.0506072874493927 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0496277915632754 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0501504513540622 0 0
"altwerder" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.049800796812749 0 0 0.0519210799584631 0 0 0.0497760079641613 0.0484496124031008 0.1454898157129 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"anderem" 0 0 0 0 0 0 0 0.05 0 0 0 0 0 0 0.0504795557799091 0 0 0 0 0.0516262261228704 0 0 0 0 0 0 0 0 0 0 0 0.0526038926880589 0 0 0 0 0 0 0 0 0.0501504513540622 0.0510204081632653 0 0 0 0 0.0501504513540622 0 0
"angebaut" 0 0 0 0 0 0 0 0 0 0 0 0.0509683995922528 0 0 0 0 0 0 0 0 0.0500250125062531 0 0 0 0 0 0.0484966052376334 0 0 0 0 0.0526038926880589 0 0 0 0 0 0 0 0 0 0.0510204081632653 0.0502765208647562 0 0.0473260766682442 0 0 0 0
"anhand" 0 0 0.0500250125062531 0 0 0 0 0 0 0 0 0 0 0 0.0504795557799091 0 0 0 0 0 0.0500250125062531 0.103842159916926 0.0497512437810945 0 0 0 0 0 0 0.0509424350483953 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"arndt" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0497512437810945 0 0.0516262261228704 0.0500250125062531 0.103842159916926 0 0.0496277915632754 0 0 0 0.0485672656629432 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"art" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0500250125062531 0 0 0 0 0.0968992248062016 0 0 0.0509683995922528 0 0 0 0 0 0.10183299389002 0 0 0 0 0 0 0 0 0 0.0473260766682442 0 0 0 0
"außer" 0 0 0.0500250125062531 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0519210799584631 0 0 0 0 0 0 0 0 0 0 0.0512820512820513 0 0.0509164969450102 0 0 0.0506072874493927 0.0510464522715671 0 0.0501504513540622 0 0 0 0 0 0 0 0
"aussicht" 0 0 0.0500250125062531 0 0 0 0.103896103896104 0 0 0 0.05 0 0 0 0 0 0.0486381322957198 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0509164969450102 0 0 0 0 0 0 0 0 0 0 0 0 0.0495049504950495 0
"bahnen" 0 0 0 0 0 0 0 0.05 0 0 0 0 0.0499251123315027 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0509683995922528 0 0 0 0 0 0 0 0.050251256281407 0 0.0510464522715671 0 0 0.0510204081632653 0 0 0 0 0.0501504513540622 0 0
"bast" 0.0517330574236937 0 0 0 0 0 0.051948051948052 0 0 0 0.05 0.0509683995922528 0 0 0 0 0.0486381322957198 0 0 0 0 0 0 0 0 0 0.0484966052376334 0 0 0 0 0 0.0512820512820513 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"be" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.101884870096791 0.0494071146245059 0.105207785376118 0 0 0 0 0 0 0.0510464522715671 0 0.0501504513540622 0 0 0 0 0 0 0 0
"bears" 0 0 0 0 0 0 0 0 0 0 0 0 0.0998502246630055 0.246791707798618 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"bedeutete" 0 0 0 0 0 0.0499251123315027 0 0 0 0 0.05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0496770988574267 0 0 0 0 0 0.0505050505050505 0.0501504513540622 0.0510204081632653 0 0 0 0 0 0 0.0461254612546125
"begrüßt" 0 0 0 0.0502765208647562 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.100050025012506 0 0 0 0 0.0484496124031008 0 0 0 0 0.0494071146245059 0 0.0512820512820513 0 0 0 0 0 0 0 0 0.0510204081632653 0 0 0 0 0 0 0
"behaupten" 0 0 0 0 0 0 0 0.05 0 0.0490918016691213 0.05 0 0 0.0493583415597236 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0526038926880589 0 0 0 0 0 0 0 0 0.0501504513540622 0 0 0.0510464522715671 0 0 0 0 0
"beispiel" 0 0 0.0500250125062531 0 0 0 0 0 0.0506072874493927 0 0 0 0 0 0 0 0 0 0 0.0516262261228704 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.102092904543134 0 0 0 0.0502765208647562 0.0510464522715671 0 0 0 0 0
"bekamen" 0 0 0 0 0 0 0 0 0 0.0490918016691213 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0484966052376334 0 0.0509683995922528 0 0.0494071146245059 0 0 0.0496770988574267 0 0 0 0.0506072874493927 0 0 0 0 0 0 0.0473260766682442 0 0 0 0
"bekommen" 0.0517330574236937 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0510464522715671 0 0 0.049800796812749 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.101010101010101 0 0 0 0.0510464522715671 0 0 0 0 0.0461254612546125
"below" 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0.0504795557799091 0.0510464522715671 0 0 0 0.0516262261228704 0 0 0.0995024875621891 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"besatzung" 0.0517330574236937 0 0 0 0 0 0 0 0 0 0.05 0 0 0.0493583415597236 0 0 0 0.0497512437810945 0 0 0 0 0 0 0 0 0 0 0 0 0.0494071146245059 0 0 0 0 0 0 0.0506072874493927 0.0510464522715671 0 0 0 0 0 0 0 0 0 0
"besonderen" 0 0 0 0 0.051440329218107 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0516262261228704 0.100050025012506 0 0 0 0 0.0484496124031008 0 0 0.0509683995922528 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0510464522715671 0 0 0 0 0
"bestritt" 0 0 0 0 0 0 0 0 0 0 0 0.152905198776758 0 0 0 0.102092904543134 0 0.0497512437810945 0 0 0 0 0 0 0 0 0.0484966052376334 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"bier" 0 0 0 0 0 0 0 0 0 0.0490918016691213 0 0 0 0 0 0.0510464522715671 0 0 0.049800796812749 0 0 0 0 0 0 0 0 0 0 0 0.0494071146245059 0 0 0.0496770988574267 0 0 0.100502512562814 0 0 0 0 0 0 0 0 0 0 0 0
"blauen" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0519210799584631 0 0 0 0.0484496124031008 0 0 0.0509683995922528 0 0 0 0 0.0496770988574267 0 0 0.150753768844221 0 0 0 0 0 0 0 0 0 0 0 0
"bled" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0500751126690035 0 0.202429149797571 0.0510464522715671 0 0 0.0510204081632653 0 0 0 0 0 0 0
"blumen" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0484496124031008 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.250752256770311 0 0 0 0 0 0 0 0.0461254612546125
"böllberger" 0 0 0 0 0 0 0 0 0.0506072874493927 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0484496124031008 0 0 0 0 0 0 0 0.0496770988574267 0 0 0 0 0.102092904543134 0 0 0 0 0 0 0 0 0 0.0922509225092251
"cheftrainer" 0 0 0 0.0502765208647562 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0509683995922528 0 0 0 0 0 0 0 0 0 0 0.0505050505050505 0 0 0.0502765208647562 0.153139356814701 0 0 0 0 0
"cosmo" 0 0.050125313283208 0.200100050025012 0.100553041729512 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"dahin" 0 0 0 0 0 0 0 0 0.0506072874493927 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0993541977148535 0 0 0 0 0.102092904543134 0 0 0 0.0502765208647562 0 0 0 0 0.0495049504950495 0
"dementsprechend" 0.0517330574236937 0.050125313283208 0 0.0502765208647562 0 0 0.051948051948052 0 0 0 0 0 0 0 0 0 0.0486381322957198 0 0 0 0 0.0519210799584631 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0495049504950495 0
"derzeit" 0 0 0.0500250125062531 0 0 0 0 0 0 0 0 0.0509683995922528 0 0 0 0 0 0 0 0 0 0.0519210799584631 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.150829562594268 0 0 0 0 0 0.0461254612546125
"dkbm" 0 0 0 0 0 0 0 0.15 0 0 0 0.152905198776758 0.0499251123315027 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"doppel" 0 0 0 0 0.051440329218107 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0509683995922528 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0502765208647562 0 0 0 0.150451354062187 0.0495049504950495 0
"dortmund" 0 0.050125313283208 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.101010101010101 0 0 0.100553041729512 0 0 0 0.0501504513540622 0.0495049504950495 0
"durchführen" 0 0 0.0500250125062531 0 0 0 0.051948051948052 0 0 0 0 0 0 0.0493583415597236 0 0 0 0 0 0 0 0 0 0 0 0.0484496124031008 0 0 0 0 0 0 0 0 0.0509164969450102 0.0500751126690035 0 0 0 0 0 0 0 0 0.0473260766682442 0 0 0 0
"ehrennadel" 0 0 0 0 0.051440329218107 0 0 0 0 0 0 0 0 0 0 0 0 0 0.149402390438247 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0500751126690035 0 0 0.0510464522715671 0 0 0 0 0 0 0 0 0 0.0461254612546125
"elf" 0 0 0.0500250125062531 0 0 0 0 0 0 0 0 0 0 0.0493583415597236 0.0504795557799091 0 0 0 0 0 0 0 0 0 0.0497760079641613 0.0968992248062016 0 0.0485672656629432 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"emil" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0497512437810945 0.198511166253102 0.0995520159283226 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"endete" 0 0 0 0 0 0 0.051948051948052 0 0 0.0490918016691213 0 0 0 0 0 0 0 0.0497512437810945 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0512820512820513 0 0 0 0 0 0.0510464522715671 0 0 0 0.0502765208647562 0 0 0 0.0501504513540622 0 0
"ereignis" 0 0 0 0 0.051440329218107 0 0 0 0.101214574898785 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0505050505050505 0.0501504513540622 0.0510204081632653 0 0 0 0 0 0.0495049504950495 0
